Google Map Scraping data
Business Name;Address;Website;Phone#
East Riding Leisure Hornsea;Broadway, Hornsea HU18 1PZ, United Kingdom;eastridingleisure.co.uk;+44 1964 533366
East Riding Leisure Haltemprice;120 Springfield Way, Anlaby, Hull HU10 6QJ, United Kingdom;eastridingleisure.co.uk;+44 1482 393980
East Riding Leisure Bridlington;East Riding Leisure, Promenade, Bridlington YO15 2QQ, United Kingdom;eastridingleisure.co.uk;+44 1482 393980
East Riding Leisure Francis Scaife;Burnby Ln, Pocklington, York YO42 2QE, United Kingdom;eastridingleisure.co.uk;+44 1759 305052
East Riding Leisure Goole;North St, Goole DN14 5QX, United Kingdom;eastridingleisure.co.uk;+44 1405 769005
Brantingham Park;Brantingham Rd, Elloughton, Brough HU15 1HX, United Kingdom;brantinghampark.com;+44 1482 667342
East Riding Leisure Beverley;Flemingate, Beverley HU17 0LT, United Kingdom;eastridingleisure.co.uk;+44 1482 393980
Total Fitness Hull;Business Park, Beverley Rd, Cottingham HU10 6ED, United Kingdom;totalfitness.co.uk;+44 1482 234801
East Riding Leisure Driffield;Bridlington Rd, Driffield YO25 5HZ, United Kingdom;eastridingleisure.co.uk;+44 1377 257480
East Riding Leisure South Holderness;Station Rd, Preston, Hull HU12 8UY, United Kingdom;eastridingleisure.co.uk;+44 1482 897609
Planet Gym;Blundells Corner, 1 Beverley Rd, Hull HU3 1XH, United Kingdom;planetgym.co.uk;+44 1482 228211
Anytime Fitness Beverley;Flemingate, Beverley HU17 0NQ, United Kingdom;clubwise.com;anytimefitness.co.uk;+44 1482 247100
PureGym Hull Anlaby;Anlaby, Hull HU10 6RJ, United Kingdom;puregym.com
Bodyworld Gym;73 Williamson St, Hull HU9 1EP, United Kingdom;bodyworld.co.uk;+44 1482 219566;Identifies as women-owned
Ennerdale Leisure Centre;Sutton Rd, Hull HU7 6EA, United Kingdom;hcandl.co.uk;+44 1482 331136;Claim this business
Base Fitness;Phoenix Enterprise Park Grovehill Rd Beverley, East Yorkshire HU17 0JG, United Kingdom;basefitnessgym.co.uk;+44 1482 882924;Claim this business
The Gym Group Beverley;Unit 2, Victoria Retail Park, Victoria Rd, Beverley HU17 8XE, United Kingdom;thegymgroup.com;+44 300 303 4800
Eastside Gym;Staithes Rd, Hull HU12 8DX, United Kingdom;+44 7756 038271
JD Gyms Hull;Clough Rd, Hull HU5 1SR, United Kingdom;jdgyms.co.uk;+44 1482 529351
Beverley Gymophobics;Car Park, 24 New Walkergate, Butcher Row, Beverley HU17 9EE, United Kingdom;gymophobics.co.uk;+44 1482 864414;Identifies as women-owned
Woodford Leisure Centre;Holderness Rd, Hull HU8 8JU, United Kingdom;hcandl.co.uk;+44 1482 331322
CrossFit Hull;5a Bergen Way, Sutton-on-Hull, Feilds, Hull HU7 0YQ, United Kingdom;crossfithull.co.uk;+44 1482 770091
Gymophobics Hessle;The Old Post Office Lodge, 1a Southgate, Hessle HU13 0RB, United Kingdom;gymophobics.co.uk;+44 1482 641001;Identifies as women-owned
OWJ Health and Fitness;Oak Cl, Beverley HU17 9RG, United Kingdom;owjfitness.co.uk;+44 1482 935195
Mummy and Me Fitness;mummyandmefitnessuk.co.uk;+44 7897 037963;Identifies as women-owned
David Lloyd Hull;Raich Carter Wy., Hull HU7 3DB, United Kingdom;davidlloyd.co.uk;+44 1482 625200
The Edge EPT;Willerby Low Rd, Hull HU10 6EF, United Kingdom;edgeept.co.uk;+44 7979 966689;Claim this business
Allam Sport Centre;Inglemire Ln, Hull HU6 7TS, United Kingdom;sport.hull.ac.uk;+44 1482 466234
Goldstar Active;York Way, Hull HU10 6HD, United Kingdom;goldstaractive.co.uk;+44 1482 656438
Beverley Wellbeing;Annie Reed Rd, Beverley HU17 0LF, United Kingdom;beverleywellbeing.co.uk;+44 1482 881633
FitSista;fitsista.co.uk;+44 7773 587835;LGBTQ+ friendly
Concept Fitness 8 Week Challenge;conceptfitness8weekchallenge.com;+44 7898 365742
Paul Ingle Boxing Academy;The Paul Ingle Boxing Academy, Lothian Way, Hull HU7 5DD, United Kingdom;paulingleboxing.com;+44 1482 879206
Meridian Gymnastics ltd;Unit C1, Grovehill Industrial Estate, Beverley HU17 0LF, United Kingdom;meridiangymnastics.co.uk;+44 7940 485263
GRAYS GYM;2 Telford St, East Yorkshire, Hull HU9 3DU, United Kingdom;Claim this business
East Riding Leisure South Cave;Church St, South Cave, Brough HU15 2EP, United Kingdom;eastridingleisure.co.uk;+44 1430 422132
Solo One Fitness Ltd;2 Wheatsheaf Ln, Beverley HU17 8BA, United Kingdom;+44 7598 338916;Claim this business
Wave Yoga;6 Back St, North Dalton, Driffield YO25 9UU, United Kingdom;wave-yoga.co.uk;+44 7908 711480;Identifies as women-owned
MEC Personal Training and Nutritionist;60 W End, Walkington, Beverley HU17 8SX, United Kingdom;meconlinept.com;+44 7890 554002
Pure Fitness (Personal Training);35 Easter Wood Cl, Bransholme, Hull HU7 4ZR, United Kingdom;peterjonespurefitness.co.uk;+44 7787 134068
Karinya Yoga;Unit 3, Crown Works Lairgate, Beverley HU17 8EX, United Kingdom;cloudstudios.com;karinyayoga.com;+44 7894 647746
Holtby Fitness;instagram.com
The Track Fitness & Boxing Club;Beverley HU17 0LF, United Kingdom;Claim this business
AL_X Fitness;+44 7960 675384
Body Confidence with Jenessa;bodyconfidencewithjenessa.co.uk;+44 7775 028729
B B Fitness & Rehabilitation;+44 7767 214366
JH Personal Training;Unit 2, Victoria Retail Park, Victoria Rd, Beverley HU17 8XE, United Kingdom;facebook.com;+44 7523 298261;Claim this business
N J Fitness;njfitness.me.uk;+44 7880 887611
Julie Gray BSc. MCSP HPC;51 Highcroft, Cherry Burton, Beverley HU17 7SG, United Kingdom;+44 7775 841588;Claim this business
SJayz Performing Arts & Body Conditioning;Skidby Village Hall, Main Street, Skidby, Cottingham HU16 5TG, United Kingdom;sjayz.co.uk;+44 7914 434245
Optifix: Sports Massage & Rehabilitation;Reed House, Annie Reed Rd, Beverley HU17 0LF, United Kingdom;en-gb.facebook.com
Hull Yoga Studio and Training Academy;5 Princes Ave, Hull HU5 3RX, United Kingdom;yogastudiohull.co.uk;+44 7791 172539
East Riding Kickboxing Club;134 Inmans Rd, Hedon, Hull HU12 8NL, United Kingdom;eastridingkickboxingclub.co.uk;+44 7752 208922
Cherry Burton Sportsfield;The Meadows, East Riding HU17 7SD, United Kingdom;cherryburtonsportsfield.com;Claim this business
Autism Fitness and Respite Services;+44 7534 659941
Hornsea Hub;Hornsea HU18 1RU, United Kingdom;eastriding.gov.uk;Claim this business
Jacqd Fitness;
Beverley Tai Chi;Molescroft Primary School, St Leonards Rd, Beverley HU17 7HF, United Kingdom;+44 7950 647857
Spartans Academy of Krav Maga;St Mary's College, Cranbrook Ave, Hull HU6 7TN, United Kingdom;kravmaga-academy.co.uk;+44 7557 873320
East Yorkshire Judo Academy;Beverley Leisure Centre, Flemingate, Beverley, Hull HU17 0LT, United Kingdom;+44 7967 426038
Sunset Studios Beverley;Acorn Industrial Estate, Sunset Studios Units 8 & 9, Riverview Rd, Beverley HU17 0LD, United Kingdom;sunsetstudiosbeverley.com
Aerial yoga&Fitness Hull;aerialyogafitnesshull.com
Otago Strength and Balance East Yorkshire;72 Rowan Ave, Beverley HU17 9UN, United Kingdom;+44 7834 491242
CJE Pilates;Potterdale Dr, Little Weighton, Cottingham HU20 3UX, United Kingdom;+44 7305 589124
Sydera Yoga Yorkshire;St Marys Church, N Bar Within, Beverley HU17 8DL, United Kingdom;+44 7787 588208
Elliott Personal Fitness;elliottpersonalfitness.co.uk;+44 7826 842970
Station Plaza Fitness;East Sussex College, Station Approach, Hastings TN34 1BA, United Kingdom;escg.ac.uk;+44 303 003 8305
Falaise Fitness Centre;Cambridge Rd, Hastings TN34 1EU, United Kingdom;freedom-leisure.co.uk;+44 1424 457692
Stackz Gym Ltd;Sackville Mews, 2 Bolebrooke Rd, Bexhill-on-Sea TN40 1EN, United Kingdom;stackzgym.co.uk;+44 1424 213212
GO:VER GYM;Burwash Rd, Broad Oak, Heathfield TN21 8RU, United Kingdom;govergym.co.uk;+44 1435 408607
Horsted Health Club;Little Horsted, Uckfield TN22 5ES, United Kingdom;eastsussexnational.co.uk;+44 1825 880195;Claim this business
GL Fitness;Unit 3, Apex Enterprise Park Apex Way, Apex Business Pk, Hailsham BN27 3WA, United Kingdom;glfitness.co.uk;+44 1323 847973
Performance Fitness Limited;14 Maple Rd, Eastbourne BN23, United Kingdom;performancefitness.co.uk;+44 1323 412498;Claim this business
Underground Gym Newhaven;15 Avis Way, Newhaven BN9 0DP, United Kingdom;underground-gym.com;+44 1273 977540
Snap Fitness Eastbourne;Langney Shopping Centre, 64 Kingfisher Dr, Eastbourne BN23 7RT, United Kingdom;snapfitness.com;+44 1323 766337
PureGym East Grinstead;2 King St, East Grinstead RH19 3DJ, United Kingdom;puregym.com;+44 344 477 0005
Isenhurst Health Club (Crowborough);Brooklands Pk, Farningham Rd, Crowborough TN6 2JD, United Kingdom;isenhurst.co.uk;+44 1892 661777
The Gym Group Eastbourne;Unit 4C, Sovereign Harbour Retail Park, Pevensey Bay Rd, Eastbourne BN23 6JH, United Kingdom;thegymgroup.com;+44 300 303 4800
Isenhurst Health Club;Bell Ln, Bellbrook Industrial Estate, Uckfield TN22 1QL, United Kingdom;isenhurst.co.uk;+44 1825 749496
Zeus Gym;Theaklen Dr, St Leonards, Hastings, Saint Leonards-on-sea TN38 9AZ, United Kingdom;zeusgymhastings.co.uk;+44 1424 446677
Full Range Fitness;Chaucer Business Park, E3, Dittons Rd, Polegate BN26 6QH, United Kingdom;fullrangefitness.com;+44 7360 495550
Fit Factory;European House, Hackhurst Lane, Lower Dicker, Hailsham BN27 4BW, United Kingdom;+44 1825 872719
David Lloyd Eastbourne;Broadwater Way, Hampden Park, Eastbourne BN22 9PZ, United Kingdom;davidlloyd.co.uk;+44 1323 509802
Bexhill Leisure Centre;Down Rd, Bexhill-on-Sea TN39, United Kingdom;freedom-leisure.co.uk;+44 1424 731171
Bannatyne Health Club;7 Edward Rd, Eastbourne BN23 8AS, United Kingdom;bannatyne.co.uk;+44 1323 505080
Anytime Fitness Uckfield;Suite 4, Bell Walk House, Suite 4 Bell Ln, Uckfield TN22 5DQ, United Kingdom;anytimefitness.co.uk;+44 1825 212247
Barn Gym;Grandturzel Cottage, Etchingham TN19 7DE, United Kingdom;barn-gym.com;+44 7739 790874
Rebel Rebel fitness and treatments;Unit 27-29, Mountney Bridge Business Park, Eastbourne Rd, Westham, Pevensey BN24 5NJ, United Kingdom;rebelrebelfitness.com;+44 1323 767898;LGBTQ+ friendly
Rye Bay Fitness;Atlas Business Park, G19, Harbour Rd, Rye TN31 7TE, United Kingdom;ryebayfitness.co.uk;+44 7525 460356;LGBTQ+ friendly
Lewes Leisure Centre;Mountfield Rd, Lewes BN7 2XG, United Kingdom;waveleisure.co.uk;+44 1273 486000
Lewes Leisure Centre;Priory Shopping Centre, Queens Sq, Hastings TN34 1PQ, United Kingdom;thegymgroup.com;+44 300 303 4800
Assassins Gym;Lexden Lodge Industrial Estate, Crowborough Hill, Crowborough TN6 2NQ, United Kingdom;assassinsgym.co.uk;+44 1892 610933
Crowborough Leisure Centre;Eridge Rd, Crowborough TN6 2TN, United Kingdom;freedom-leisure.co.uk;+44 1892 665488
CrossFit FFH;16 Diplocks Way, Hailsham BN27 3JF, United Kingdom;crossfitffh.com;+44 1323 573590
Hailsham Leisure Centre;Vicarage Ln, Hailsham BN27 1BA, United Kingdom;freedom-leisure.co.uk;+44 1323 846755
The Fitness and Nutrition Centre - Hailsham;Unit 17, Station Road Industrial Estate, Station Rd, Hailsham BN27 2EW, United Kingdom;fncentre.co.uk;+44 7856 185554
Kings Centre;Moat Rd, East Grinstead RH19 3LN, United Kingdom;placesleisure.org;+44 1342 328616
Kings Centre;The Grove, Rye TN31 7ND, United Kingdom;freedom-leisure.co.uk;+44 1797 224747
Battle sports centre;N Trade Rd, Battle TN33 0HT, United Kingdom;battlesportscentre.com;+44 1424 774772
Battle sports centre;Basement, Body Happy, 40 Friars Walk, Lewes BN7 2LG, United Kingdom;body-happy.co.uk;+44 1273 916900;LGBTQ+ friendly
Littlehampton Wave;Sea Rd, Littlehampton BN16 2NA, United Kingdom;freedom-leisure.co.uk;+44 1903 725451
Hassocks Sports Centre;Dale Ave, Keymer, Hassocks BN6 8LP, United Kingdom;freedom-leisure.co.uk;+44 1273 841348
Underground Gym Brighton;8 Camden St, Portslade, Brighton BN41 1AW, United Kingdom;underground-gym.com;+44 1273 258740
Box HIIT Gym Bexhill-on-sea;3 Brett Dr, Bexhill-on-Sea TN40 2JP, United Kingdom;boxhiitgym.com;+44 7702 355479
Peachy Personal Fitness;Stoney lane, Hailsham BN27 2AP, United Kingdom;+44 7740 871618;Identifies as women-owned
Falmer Sport Centre;University of Sussex, Sportcentre Rd, Falmer, Brighton BN1 9RB, United Kingdom;sussex.ac.uk;+44 1273 678228
Whittfit Training;1a Blatchington Rd, Seaford BN25 2AB, United Kingdom;whittfittraining.co.uk;+44 1323 304473
Storm Fitness Academy Ltd;Southwick Leisure Centre, Old Barn Way, Southwick, Hove, Brighton BN42 4NT, United Kingdom;stormfitnessacademy.co.uk;+44 1273 613014
PureGym Brighton London Road;27-31 London Rd, Brighton BN1 4JB, United Kingdom;puregym.com;+44 344 477 0005
Moulsecoomb Community Leisure Centre;Moulsecoomb Leisure Centre, Moulsecoomb Way, Brighton BN2 4PB, United Kingdom;freedom-leisure.co.uk;+44 1273 622266
Harbourside Gymnastics Academy;Rich Industrial Estate, Units L and N, Avis Way, Newhaven BN9 0DU, United Kingdom;harboursidegymnasticsacademy.co.uk;+44 1273 515525;Claim this business
Gro-Fit Training;80 Springett Ave, Ringmer, Lewes BN8 5QX, United Kingdom;gro-fit.co.uk;+44 7776 180499
Summerfields Leisure Centre;Bohemia Rd, Hastings TN34 1ET, United Kingdom;freedom-leisure.co.uk;+44 1424 457691
Harry Knight - Fitness and Personal Training;18, Martello Place, 7 Station Approach, Seaford BN25 2AS, United Kingdom;hjkfitness.co.uk;+44 7833 973990
Pole Fit Angels;Hammonds Green Farm, Uckfield TN22 5QH, United Kingdom;polefitangels.co.uk;+44 7786 231515
Eastbourne Boxing Club;Unit 10, Commercial Mews North, 43-45 Commercial Rd, Eastbourne BN21 3XF, United Kingdom;eastbourneboxingclub.co.uk;+44 7825 684196
Pure gym Eridge;Eridge, Tunbridge Wells TN3 9JR, United Kingdom;puregym.com;Claim this business
Stanley Deason Leisure Centre;120 Wilson Ave, Brighton BN2 5PB, United Kingdom;freedom-leisure.co.uk;+44 1273 694281
Scriven Martial Arts & Fitness Studio;Seaford BN25 1LG, United Kingdom;scrivenmartialarts.co.uk;+44 7798 940032;Claim this business
Sovereign Centre Gym;Sovereign Roundabout, Eastbourne BN22 7LQ, United Kingdom;Claim this business
Curves Womens Gym;2 Sackville Rd, Bexhill-on-Sea TN39 3JD, United Kingdom;curves.co.uk;+44 1424 220009
Phoenix Boxing;142 Langney Rd, Eastbourne BN22 8AQ, United Kingdom;phoenixboxingeastbourne.com;+44 1323 737376;Claim this business
Harts Green Pilates;The Coach House, Harts Green, Sedlescombe TN33 0RS, United Kingdom;hartsgreenpilates.com;+44 7761 328900;LGBTQ+ friendly;Identifies as women-owned
Gover Training;Brockwells House, Burwash Rd, Broad Oak, Heathfield TN21 8RU, United Kingdom;govergym.co.uk;+44 1435 408607;Claim this business
Project fitness;Sackville Rd, Eastbourne BN22 9HA, United Kingdom;+44 7517 646148
Canton Martial Arts - Eastbourne;Unit 7D, Southbourne Business Park, Courtlands Rd, Eastbourne BN22 8UY, United Kingdom;cantonmartialarts.org.uk;+44 7397 776544;Identifies as women-owned
Excel Fitness;Northiam Dental Practice,, Main Street, Northiam TN31 6NA, United Kingdom;excelfitpro.co.uk;+44 7952 609025
Gemini Fitness Personal Trainer;geminifitnesspt.co.uk;+44 7717 453355
Shinewater Sports Centre;Milfoil Dr, Eastbourne BN23 8ED, United Kingdom;sporteastbourne.co.uk;+44 1323 768614;Claim this business
Hailsham Boxing Club;The Warehouse 3 Kerridges Yard, George St, Hailsham BN27 1AE, United Kingdom;hailshamboxingclub.co.uk;+44 7375 140359
Pilates Eastbourne;Industrial Estate, Unit 19 Green St, Old Town, Eastbourne BN21 1QN, United Kingdom;pilateseastbourne.co.uk;+44 7877 956721;LGBTQ+ friendly;Identifies as women-owned
Weight Loss Eastbourne Sussex;South Rd, Hailsham BN27 3JQ, United Kingdom;jmfitnessuk.com;+44 1323 441704;Claim this business
Jen4pilates;18 Buckle Gardens, Hailsham BN27 4BN, United Kingdom;jen4pilates.co.uk;+44 7958 519168
Gymnasium;Ticehurst, Wadhurst TN5 7DQ, United Kingdom;Claim this business
Younique Wellbeing Studios;11 Windmill Dr, Bexhill-on-Sea TN39 4DG, United Kingdom;youniquewellbeing.co.uk;+44 1424 217630
Ripped Gym Basildon;Harvey Rd, Burnt Mills Industrial Estate, Basildon SS13 1EP, United Kingdom;rippedgymbasildon.co.uk;+44 1268 727889;Claim this business
Hockley Gym;Unit 1, Eldon Way Industrial Estate, Hockley SS5 4AD, United Kingdom;hockleygym.co.uk;+44 1702 208771
Essex Sport Gym Colchester;University of Essex Colchester Campus, Colchester CO4 3SQ, United Kingdom;essex.ac.uk;+44 1206 873250
Ab Salute Gym;Unit F3 Bluegate Park, Hubert Rd, Brentwood CM14 4JE, United Kingdom;absalutegym.co.uk;+44 1277 218826
Factory Gym (Open 24/7);21 Crittall Rd, Witham CM8 3DR, United Kingdom;+44 1376 501131
Ab Salute Gym;Chelmbrook House, Brook St, Chelmsford CM1 1SU, United Kingdom;absalutegym.co.uk;+44 1245 258066
Old Ironworks Gym;The Old Iron Works Fullbridge Rd, Maldon CM9 4LE, United Kingdom;oldironworksgym.com;+44 1621 840098;LGBTQ+ friendly
PureGym Basildon;Eastgate Shopping Centre 71, Southernhay, Basildon SS14 1EB, United Kingdom;puregym.com;+44 345 481 1738
Ripped Gym;4 Wych Elm, Harlow CM20 1QP, United Kingdom;rippedgymharlow.co.uk;+44 1279 433043
Flex Gym;2A Cartwright Rd, South Benfleet, Benfleet SS7 4QA, United Kingdom;flexfitnessgym.co.uk;+44 1268 569644
Abbs Cross Health and Fitness;Abbs Cross Ln, Hornchurch RM12 4YB, United Kingdom;everyoneactive.com;+44 1708 450167
Snap Fitness 24-7 Basildon;Times Square, Basildon SS14 1DJ, United Kingdom;snapfitness.com;+44 1268 287765
Club Woodham;5-7 Baron Rd, South Woodham Ferrers, Chelmsford CM3 5XQ, United Kingdom;clubwoodham.co.uk;+44 1245 329882
Club Kingswood;Clayhill Ln, Basildon SS16 5JP, United Kingdom;clubkingswood.co.uk;+44 1268 522954
Anytime Fitness Chelmsford;11 Dukes Walk, Chelmsford CM1 1GZ, United Kingdom;anytimefitness.co.uk;+44 1245 333247
Stack House Gym Rayleigh;15 Brook Rd, Rayleigh SS6 7UT, United Kingdom;stackhousegym.co.uk;+44 1268 773219
The Gym Group Chelmsford;35 New London Rd, Chelmsford CM2 0ND, United Kingdom;thegymgroup.com;+44 300 303 4800
Girls Allowed Gym;Blenheim Court, Northolt Way, Hornchurch RM12 5RX, United Kingdom;girlsallowed-gyms.co.uk;+44 7984 260679
Elite Fitness;6, Purdeys Industrial Estate, Rochford, Southend-on-Sea SS4 1ND, United Kingdom;elitefitnessessex.co.uk;+44 1702 543333
Training Space Ltd;Unit 3 Navigation Rd, Chelmsford CM2 6ND, United Kingdom;training-space.co.uk;+44 7584 435224
